"ori","zip","lat","lng"
"MO0760000","65051",38.464253,-91.859504
"MO0770300"," ",36.64959,-92.458549
"MO0770100","65655",36.64959,-92.458549
"MO0770200","65761",36.64959,-92.458549
"MO0770000","65655",36.64959,-92.458549
"MO0780700"," ",36.209916,-89.785942
"MO0780100","63830",36.209916,-89.785942
"MOMHP1100"," ",36.209916,-89.785942
"MO0780200","63839",36.209916,-89.785942
"MO0780900"," ",36.209916,-89.785942
"MO0781000"," ",36.209916,-89.785942
"MO0781100"," ",36.209916,-89.785942
"MO0780300","63851",36.209916,-89.785942
"MO0782500","63851",36.209916,-89.785942
"MO0781200","63851",36.209916,-89.785942
"MO0780400"," ",36.209916,-89.785942
"MO0781300","63879",36.209916,-89.785942
"MO0781400"," ",36.209916,-89.785942
"MO0781500"," ",36.209916,-89.785942
"MO0781600"," ",36.209916,-89.785942
"MO0780500","63877",36.209916,-89.785942
"MO0780600","63879",36.209916,-89.785942
"MO0780000","63830",36.209916,-89.785942
"MO0780800"," ",36.209916,-89.785942
"MO0790200"," ",37.71113,-89.802125
"MO0790300","63748",37.71113,-89.802125
"MO0790400"," ",37.71113,-89.802125
"MO0790500"," ",37.71113,-89.802125
"MO0790100","63775",37.71113,-89.802125
"MO0790600"," ",37.71113,-89.802125
"MO0790000","63775",37.71113,-89.802125
"MO0800400","65332",38.727367,-93.285207
"MO0800100"," ",38.727367,-93.285207
"MO0800500"," ",38.727367,-93.285207
"MO0701100"," ",38.727367,-93.285207
"MO0800800"," ",38.727367,-93.285207
"MO0800200","65337",38.727367,-93.285207
"MO0800300","65301",38.727367,-93.285207
"MO0800700"," ",38.727367,-93.285207
"MO0800600","65350",38.727367,-93.285207
"MO0800000","65301",38.727367,-93.285207
"MO0810300","65401",37.866326,-91.790349
"MO0810600"," ",37.866326,-91.790349
"MO0810400","65550",37.866326,-91.790349
"MO0610400"," ",37.866326,-91.790349
"MO0810500"," ",37.866326,-91.790349
"MO0810100","65401",37.866326,-91.790349
"MO0810700","65409",37.866326,-91.790349
"MOMHPII00","65402",37.866326,-91.790349
"MO0810200","65559",37.866326,-91.790349
"MO0810000","65401",37.866326,-91.790349
"MO0820500"," ",39.339959,-91.171607
"MO0820400"," ",39.339959,-91.171607
"MO0820100","63334",39.339959,-91.171607
"MO0820200"," ",39.339959,-91.171607
"MO0820600","63339",39.339959,-91.171607
"MO0820700"," ",39.339959,-91.171607
"MO0820800","63441",39.339959,-91.171607
"MO0980700"," ",39.339959,-91.171607
"MO0820300","63353",39.339959,-91.171607
"MO0820900"," ",39.339959,-91.171607
"MO0820000","63334",39.339959,-91.171607
"MO0830900","64018",39.378696,-94.761472
"MO0831000"," ",39.378696,-94.761472
"MO0831100","64444",39.378696,-94.761472
"MO0831200"," ",39.378696,-94.761472
"MO0831300","64163",39.378696,-94.761472
"MO0830800","64151",39.378696,-94.761472
"MO0831900"," ",39.378696,-94.761472
"MO0830600","64151",39.378696,-94.761472
"MO0830700","64151",39.378696,-94.761472
"MO0830100","64152",39.378696,-94.761472
"MO0830200","64079",39.378696,-94.761472
"MO0832100","64079",39.378696,-94.761472
"MO0831600"," ",39.378696,-94.761472
"MO0830300","64151",39.378696,-94.761472
"MOMHP1200"," ",39.378696,-94.761472
"MO0830500","64150",39.378696,-94.761472
"MO0831400","64079",39.378696,-94.761472
"MO0831500","64152",39.378696,-94.761472
"MO0830400","64098",39.378696,-94.761472
"MO0831700"," ",39.378696,-94.761472
"MO0830000","64079",39.378696,-94.761472
"MO0832000","64079",39.378696,-94.761472
"MO0840300"," ",37.616761,-93.400817
"MO0840400"," ",37.616761,-93.400817
"MO0840100","65613",37.616761,-93.400817
"MO0840600"," ",37.616761,-93.400817
"MO0840700"," ",37.616761,-93.400817
"MO0840800"," ",37.616761,-93.400817
"MO0840900","65649",37.616761,-93.400817
"MO0890700","64085",37.616761,-93.400817
"MO0841000"," ",37.616761,-93.400817
"MO0841100"," ",37.616761,-93.400817
"MO0842300"," ",37.616761,-93.400817
"MO0841200"," ",37.616761,-93.400817
"MO0840200","65674",37.616761,-93.400817
"MO0841300"," ",37.616761,-93.400817
"MO0841400","65725",37.616761,-93.400817
"MO0841500"," ",37.616761,-93.400817
"MO0841600"," ",37.616761,-93.400817
"MO0841800"," ",37.616761,-93.400817
"MO0841900"," ",37.616761,-93.400817
"MO0842100"," ",37.616761,-93.400817
"MO0842200"," ",37.616761,-93.400817
"MO0840000","65613",37.616761,-93.400817
"MO0850100","65452",37.824835,-92.207022
"MO0850200","65459",37.824835,-92.207022
"MO0850300","65556",37.824835,-92.207022
"MO0530400"," ",37.824835,-92.207022
"MO0850400","65584",37.824835,-92.207022
"MO0850500","65583",37.824835,-92.207022
"MO0850000","65583",37.824835,-92.207022
"MO0860200"," ",40.478606,-93.014531
"MO0860300"," ",40.478606,-93.014531
"MO0860400"," ",40.478606,-93.014531
"MO0860100","63565",40.478606,-93.014531
"MO0860000","63565",40.478606,-93.014531
"MO0870100","63436",39.553455,-91.524787
"MO0870200","63459",39.553455,-91.524787
"MO0870300","63462",39.553455,-91.524787
"MO0870400"," ",39.553455,-91.524787
"MO0870000","63459",39.553455,-91.524787
"MO0880400"," ",39.441601,-92.492724
"MO0880500"," ",39.441601,-92.492724
"MO0880600"," ",39.441601,-92.492724
"MO0880100","65257",39.441601,-92.492724
"MO0880200","65259",39.441601,-92.492724
"MO0880700"," ",39.441601,-92.492724
"MO0880300","65270",39.441601,-92.492724
"MO0880800"," ",39.441601,-92.492724
"MO0880000","65259",39.441601,-92.492724
"MO0890400"," ",39.308401,-93.995746
"MO0891300"," ",39.308401,-93.995746
"MO0890500"," ",39.308401,-93.995746
"MO0891400"," ",39.308401,-93.995746
"MO0890100","64035",39.308401,-93.995746
"MO0890800","64036",39.308401,-93.995746
"MO0891200"," ",39.308401,-93.995746
"MO0890300","64062",39.308401,-93.995746
"MO0890900","64077",39.308401,-93.995746
"MO0891000"," ",39.308401,-93.995746
"MO0890200","64085",39.308401,-93.995746
"MO0170900"," ",39.308401,-93.995746
"MO0891100","64024",39.308401,-93.995746
"MO0890000","64036",39.308401,-93.995746
"MO0900200","63629",37.360857,-90.969516
"MO0900300"," ",37.360857,-90.969516
"MO0900100","63638",37.360857,-90.969516
"MO0900000","63633",37.360857,-90.969516
"MO0954600"," ",38.640702,-90.445954
"MO0900400"," ",37.360857,-90.969516
"MO0900500"," ",37.360857,-90.969516
"MO0910100","63935",36.648902,-90.86706
"MO0910200","63953",36.648902,-90.86706
"MO0910000","63935",36.648902,-90.86706
"MO0920600","63301",38.781102,-90.674915
"MO0920700","63304",38.781102,-90.674915
"MO0921400"," ",38.781102,-90.674915
"MO0922100"," ",38.781102,-90.674915
"MO0921200","63348",38.781102,-90.674915
"MO0921900"," ",38.781102,-90.674915
"MO1100500"," ",38.781102,-90.674915
"MO0921700"," ",38.781102,-90.674915
"MO0920900","63367",38.781102,-90.674915
"MO0921600","63365",38.781102,-90.674915
"MO0920100","63366",38.781102,-90.674915
"MO0921100"," ",38.781102,-90.674915
"MO0920200"," ",38.781102,-90.674915
"MO0920300","63303",38.781102,-90.674915
"MO0921300","63301",38.781102,-90.674915
"MO0921000"," ",38.781102,-90.674915
"MO0921800"," ",38.781102,-90.674915
"MOMHP1300"," ",38.781102,-90.674915
"MO0920400","63",38.781102,-90.674915
"MO0921500","63376",38.781102,-90.674915
"MOMHPCC00","63304",38.781102,-90.674915
"MO0920800"," ",38.781102,-90.674915
"MO0920500","63385",38.781102,-90.674915
"MO0922300"," ",38.781102,-90.674915
"MO0920000","63366",38.781102,-90.674915
"MO0922000","63301",38.781102,-90.674915
"MO0922200"," ",38.781102,-90.674915
"MO0930100","64724",38.039069,-93.773076
"MO0930300"," ",38.039069,-93.773076
"MO0930400"," ",38.039069,-93.773076
"MO0930500","64763",38.039069,-93.773076
"MO0930200","64776",38.039069,-93.773076
"MO0930600"," ",38.039069,-93.773076
"MO0930700"," ",38.039069,-93.773076
"MO0930000","64776",38.039069,-93.773076
"MO0970300"," ",37.89018,-90.18117
"MO0970100","63670",37.89018,-90.18117
"MO0970600"," ",37.89018,-90.18117
"MO0970200","63673",37.89018,-90.18117
"MO0970400"," ",37.89018,-90.18117
"MO0970000","63670",37.89018,-90.18117
"MO0970500"," ",37.89018,-90.18117
"MO0940100","63624",37.810707,-90.473868
"MO0940200","63628",37.810707,-90.473868
"MO0941000","63628",37.810707,-90.473868
"MO0941900"," ",37.810707,-90.473868
"MO0940300","63601",37.810707,-90.473868
"MO0940400"," ",37.810707,-90.473868
"MO0940500"," ",37.810707,-90.473868
"MO0941200"," ",37.810707,-90.473868
"MO0940600","63640",37.810707,-90.473868
"MO0941300"," ",37.810707,-90.473868
"MO0941400"," ",37.810707,-90.473868
"MO0942100","63624",37.810707,-90.473868
"MO0941600","63601",37.810707,-90.473868
"MO0940800","63653",37.810707,-90.473868
"MO0941700"," ",37.810707,-90.473868
"MO0942200","63601",37.810707,-90.473868
"MO0942400","63601",37.810707,-90.473868
"MO0940700","63601",37.810707,-90.473868
"MO0942000"," ",37.810707,-90.473868
"MO0942500"," ",37.810707,-90.473868
"MO0941800"," ",37.810707,-90.473868
"MO0940000","63640",37.810707,-90.473868
"MO0940900"," ",37.810707,-90.473868
"MO0950100","63130",38.640702,-90.445954
"MO0950200","63011",38.640702,-90.445954
"MO0950G00"," ",38.640702,-90.445954
"MO0950J00"," ",38.640702,-90.445954
"MO0950300","63125",38.640702,-90.445954
"MO0950400","63137",38.640702,-90.445954
"MO0959200","63121",38.640702,-90.445954
"MO0950500","63121",38.640702,-90.445954
"MO0950600","63121",38.640702,-90.445954
"MO0950700","63134",38.640702,-90.445954
"MO0958500","63121",38.640702,-90.445954
"MO0959400","63033",38.640702,-90.445954
"MO0950800","63114",38.640702,-90.445954
"MO0950900","63144",38.640702,-90.445954
"MO0951000","63044",38.640702,-90.445954
"MO0958600"," ",38.640702,-90.445954
"MO0951100","63135",38.640702,-90.445954
"MO0959500"," ",38.640702,-90.445954
"MO0951200","63114",38.640702,-90.445954
"MO0959A00","63017",38.640702,-90.445954
"MO0951300","63011",38.640702,-90.445954
"MO0951400","63105",38.640702,-90.445954
"MO0958800"," ",38.640702,-90.445954
"MO0951500","63121",38.640702,-90.445954
"MO0020500","64508",38.640702,-90.445954
"MO0951600","63136",38.640702,-90.445954
"MO0951700"," ",38.640702,-90.445954
"MO0951800","63126",38.640702,-90.445954
"MO0951900","63141",38.640702,-90.445954
"MO0952000"," ",38.640702,-90.445954
"MO0952100","63135",38.640702,-90.445954
"MO0952200","63131",38.640702,-90.445954
"MO0952300","63134",38.640702,-90.445954
"MO0952500","63011",38.640702,-90.445954
"MO0952600","63025",38.640702,-90.445954
"MO0950L00"," ",38.640702,-90.445954
"MO0952700","63026",38.640702,-90.445954
"MO0952800","63135",38.640702,-90.445954
"MO0952900","63136",38.640702,-90.445954
"MO0953000","63033",38.640702,-90.445954
"MO0953100","63131",38.640702,-90.445954
"MO0953200","63122",38.640702,-90.445954
"MO0953300","63121",38.640702,-90.445954
"MO0953400"," ",38.640702,-90.445954
"MO0953500"," ",38.640702,-90.445954
"MO0953600","63121",38.640702,-90.445954
"MO0953700","63133",38.640702,-90.445954
"MO0953800","63042",38.640702,-90.445954
"MO0953900","63121",38.640702,-90.445954
"MO0954000"," ",38.640702,-90.445954
"MO0954100","63136",38.640702,-90.445954
"MO0954200","63140",38.640702,-90.445954
"MO0954300","63122",38.640702,-90.445954
"MO0950C00","63122",38.640702,-90.445954
"MO0954400","63124",38.640702,-90.445954
"MO0954500","63123",38.640702,-90.445954
"MO0954700","63011",38.640702,-90.445954
"MO0950M00"," ",38.640702,-90.445954
"MO0954800","63143",38.640702,-90.445954
"MO0955000","63119",38.640702,-90.445954
"MO0950H00","63043",38.640702,-90.445954
"MOMHP1400"," ",38.640702,-90.445954
"MO0959600"," ",38.640702,-90.445954
"MO0955100","63136",38.640702,-90.445954
"MO0955200","63121",38.640702,-90.445954
"MO0955300","63121",38.640702,-90.445954
"MO0955400"," ",38.640702,-90.445954
"MO0959700","63122",38.640702,-90.445954
"MO0530300"," ",38.640702,-90.445954
"MO0955500","63132",38.640702,-90.445954
"MO0955600","63114",38.640702,-90.445954
"MO0959800"," ",38.640702,-90.445954
"MO0955700","63133",38.640702,-90.445954
"MO0955800","63121",38.640702,-90.445954
"MO0955900","63121",38.640702,-90.445954
"MO0956000","63105",38.640702,-90.445954
"MO0956100","63121",38.640702,-90.445954
"MO0956200","63117",38.640702,-90.445954
"MO0956300","63137",38.640702,-90.445954
"MO0956400","63119",38.640702,-90.445954
"MO0956500","63074",38.640702,-90.445954
"MO0956600","63123",38.640702,-90.445954
"MO0956700","63114",38.640702,-90.445954
"MO0950Q00","63100",38.640702,-90.445954
"MO0950I00"," ",38.640702,-90.445954
"MO0950K00","63103",38.640702,-90.445954
"MO0950N00"," ",38.640702,-90.445954
"MO0950R00"," ",38.640702,-90.445954
"MO095A100"," ",38.640702,-90.445954
"MO1160400"," ",38.640702,-90.445954
"MOMHP0200"," ",38.640702,-90.445954
"MOMHP1500"," ",38.640702,-90.445954
"MOMHP1600"," ",38.640702,-90.445954
"MO0956900","63119",38.640702,-90.445954
"MO0957000","63127",38.640702,-90.445954
"MO0958700"," ",38.640702,-90.445954
"MO0957100","63025",38.640702,-90.445954
"MO0957200","63131",38.640702,-90.445954
"MO0959900"," ",38.640702,-90.445954
"MO0957300","63130",38.640702,-90.445954
"MO0959100","63121",38.640702,-90.445954
"MO0957400","63088",38.640702,-90.445954
"MO0957500","63121",38.640702,-90.445954
"MO0957600","63121",38.640702,-90.445954
"MO0957700","63114",38.640702,-90.445954
"MO0957800"," ",38.640702,-90.445954
"MO0957900","63122",38.640702,-90.445954
"MO0958000","63119",38.640702,-90.445954
"MO0958100","63133",38.640702,-90.445954
"MO0959000","63131",38.640702,-90.445954
"MO0958200"," ",38.640702,-90.445954
"MO0950F00"," ",38.640702,-90.445954
"MO0958900"," ",38.640702,-90.445954
"MO0958300","63021",38.640702,-90.445954
"MO0958400","63134",38.640702,-90.445954
"MO0950000","63105",38.640702,-90.445954
"MO0950D00","63145",38.640702,-90.445954
"MO0956800","63105",38.640702,-90.445954
"MO0950P00","63135",38.640702,-90.445954
"MO0950A00"," ",38.640702,-90.445954
"MO0952400"," ",38.640702,-90.445954
"MO0954900"," ",38.640702,-90.445954
"MO0959300"," ",38.640702,-90.445954
"MO0980400"," ",39.13584,-93.204164
"MO0981300"," ",39.13584,-93.204164
"MO0980500","65321",39.13584,-93.204164
"MO0980600","65327",39.13584,-93.204164
"MO0980800"," ",39.13584,-93.204164
"MO0980900"," ",39.13584,-93.204164
"MO0981000"," ",39.13584,-93.204164
"MO0980100","65340",39.13584,-93.204164
"MO0981400"," ",39.13584,-93.204164
"MO0981100"," ",39.13584,-93.204164
"MO0981200"," ",39.13584,-93.204164
"MO0981500"," ",39.13584,-93.204164
"MO0980200","65349",39.13584,-93.204164
"MO0980300","65351",39.13584,-93.204164
"MO0980000","65340",39.13584,-93.204164
"MO0990200"," ",40.469361,-92.519016
"MO0990300"," ",40.469361,-92.519016
"MO0990400"," ",40.469361,-92.519016
"MO0990100","63548",40.469361,-92.519016
"MO0990500","63561",40.469361,-92.519016
"MO0990000","63548",40.469361,-92.519016
"MO1000200"," ",40.447686,-92.142824
"MO1000300"," ",40.447686,-92.142824
"MO1000100","63555",40.447686,-92.142824
"MO1000400"," ",40.447686,-92.142824
"MO1000500"," ",40.447686,-92.142824
"MO1000000","63555",40.447686,-92.142824
"MO0040600"," ",37.047793,-89.568098
"MO1010700","63736",37.047793,-89.568098
"MO1010100","63740",37.047793,-89.568098
"MO1010300"," ",37.047793,-89.568098
"MO1011000"," ",37.047793,-89.568098
"MO1010900","63801",37.047793,-89.568098
"MO1010800","63767",37.047793,-89.568098
"MO1010400","63771",37.047793,-89.568098
"MO1010500","63780",37.047793,-89.568098
"MO1010600","63801",37.047793,-89.568098
"MO1010000","63736",37.047793,-89.568098
"MO1010200"," ",37.047793,-89.568098
"MO1020100","65438",37.15198,-91.398364
"MO1020300","65466",37.15198,-91.398364
"MO1020400"," ",37.15198,-91.398364
"MO1020200","65588",37.15198,-91.398364
"NBNSP1200","68137",41.226072,-97.132039
"MO1020000","65466",37.15198,-91.398364
"MO1020500"," ",37.15198,-91.398364
"MO1030100"," ",39.797531,-92.088719
"MO1030200","63437",39.797531,-92.088719
"MO1030300"," ",39.797531,-92.088719
"MO1030600"," ",39.797531,-92.088719
"MO1030400","63468",39.797531,-92.088719
"MO1030500","63469",39.797531,-92.088719
"MO1030000","63469",39.797531,-92.088719
"MO1040100","63730",36.855428,-89.941735
"MO1040700","63735",36.855428,-89.941735
"MO1040200","63822",36.855428,-89.941735
"MO1040300","63825",36.855428,-89.941735
"MO1040400","63841",36.855428,-89.941735
"MO1040800"," ",36.855428,-89.941735
"MO1040900","63846",36.855428,-89.941735
"MO1041000"," ",36.855428,-89.941735
"MO1040500","63960",36.855428,-89.941735
"MO1040000","63825",36.855428,-89.941735
"MO1050600","65737",36.747857,-93.467782
"MO1050100","65633",36.747857,-93.467782
"MO1050200","65656",36.747857,-93.467782
"MO1050400","65675",36.747857,-93.467782
"MO1050700","65616",36.747857,-93.467782
"MO1050500","65686",36.747857,-93.467782
"MO1050800"," ",36.747857,-93.467782
"MO1050300","65737",36.747857,-93.467782
"MO1050000","65656",36.747857,-93.467782
"MO0580800"," ",40.209587,-93.109783
"MO1060300"," ",40.209587,-93.109783
"MO1060200"," ",40.209587,-93.109783
"MO1060400"," ",40.209587,-93.109783
"MO1060500"," ",40.209587,-93.109783
"MO1060100","63556",40.209587,-93.109783
"MO1060600"," ",40.209587,-93.109783
"MO1060700"," ",40.209587,-93.109783
"MO1060800"," ",40.209587,-93.109783
"MO1060000","63556",40.209587,-93.109783
"MO1070100","65616",36.649827,-93.042819
"MO1070500"," ",36.649827,-93.042819
"MO1070700"," ",36.649827,-93.042819
"MO1070200","65653",36.649827,-93.042819
"MO1070300","65673",36.649827,-93.042819
"MO1070600","65740",36.649827,-93.042819
"MO1070400","65740",36.649827,-93.042819
"MO1070000","65653",36.649827,-93.042819
"MO1080100","65689",37.314257,-91.964478
"MO1080200","65483",37.314257,-91.964478
"MO1080300","65542",37.314257,-91.964478
"MO1080400"," ",37.314257,-91.964478
"MO1080500","65571",37.314257,-91.964478
"MO1080000","65483",37.314257,-91.964478
"MO1090300"," ",37.850196,-94.341597
"MO1090100","64772",37.850196,-94.341597
"MO1090600"," ",37.850196,-94.341597
"MO1090400"," ",37.850196,-94.341597
"MO1090200","64784",37.850196,-94.341597
"MO1090500"," ",37.850196,-94.341597
"MO1090000","64772",37.850196,-94.341597
"MO1100100","63357",38.761902,-91.159306
"MO1100200","63383",38.761902,-91.159306
"MO1100300","63383",38.761902,-91.159306
"MO1100400","63390",38.761902,-91.159306
"MO1100000","63383",38.761902,-91.159306
"MO1110100"," ",37.94264,-90.897043
"MO1110200","63648",37.94264,-90.897043
"MO1110400"," ",37.94264,-90.897043
"MO1110300","63664",37.94264,-90.897043
"MO1110000","63664",37.94264,-90.897043
"MO1110600"," ",37.94264,-90.897043
"MO1120300","63944",37.113825,-90.460868
"MO1120600","63952",37.113825,-90.460868
"MO1120500"," ",37.113825,-90.460868
"MO1120100","63957",37.113825,-90.460868
"MO1120200","63967",37.113825,-90.460868
"MO1120400"," ",37.113825,-90.460868
"MO1120000","63944",37.113825,-90.460868
"MO1130300"," ",37.280804,-92.87608
"MO1130400","65652",37.280804,-92.87608
"MO1130100","65706",37.280804,-92.87608
"MO1130500","65713",37.280804,-92.87608
"MO1130600","65742",37.280804,-92.87608
"MO1130200","65746",37.280804,-92.87608
"MO1130000","65706",37.280804,-92.87608
"MO1140300"," ",40.480428,-94.419067
"MO1140400"," ",40.480428,-94.419067
"MO1140100"," ",40.480428,-94.419067
"MO1140200"," ",40.480428,-94.419067
"MO1140500"," ",40.480428,-94.419067
"MO1140000","64456",40.480428,-94.419067
"MO1150100","65667",37.267636,-92.48001
"MO1150200","65704",37.267636,-92.48001
"MO1150300","65711",37.267636,-92.48001
"MO1150400","65717",37.267636,-92.48001
"MO1150000","65667",37.267636,-92.48001
"MO1160000","63101",38.635699,-90.244582
"MOSPD0000","63103",38.635699,-90.244582
"MO0950E00","63130",38.635699,-90.244582
"MO1160100"," ",38.635699,-90.244582
"MO1160300"," ",38.635699,-90.244582
"MO1160500"," ",38.635699,-90.244582
"MO0950B00","63121",38.635699,-90.244582
"MO0220600"," ",-9,-9
"MT0010100","59725",45.133863,-112.892869
"MTLSB0300"," ",45.133863,-112.892869
"MT0010000","59725",45.133863,-112.892869
"MTDI05000","59022",45.407869,-107.518163
"MT0020200","59022",45.407869,-107.518163
"MT0020100","59034",45.407869,-107.518163
"MT0020400"," ",45.407869,-107.518163
"MT0020300"," ",45.407869,-107.518163
"MT0020000","59034",45.407869,-107.518163
"MT0030100","59523",48.428282,-108.967648
"MTLSB0500"," ",48.428282,-108.967648
"NB0130300","68037",40.909878,-96.140609
"MTDI05400","59526",48.428282,-108.967648
"MT0030200","59526",48.428282,-108.967648
"MT0030300"," ",48.428282,-108.967648
"MT0030000","59523",48.428282,-108.967648
"MT0040100"," ",46.330928,-111.496597
"MT0040000","59644",46.330928,-111.496597
"MT0050200","59014",45.224475,-109.028551
"MT0050300","59029",45.224475,-109.028551
"MT0050400","59041",45.224475,-109.028551
"MT0050100","59068",45.224475,-109.028551
"MT0050000","59068",45.224475,-109.028551
"MT0060100","59324",45.516825,-104.515324
"MT0060000","59324",45.516825,-104.515324
"MT0070200","59412",47.316443,-111.350571
"MT0070300"," ",47.316443,-111.350571
"MT0070100","59403",47.316443,-111.350571
"MT0070500"," ",47.316443,-111.350571
"MTMFG0400"," ",47.316443,-111.350571
"MTMHP0100"," ",47.316443,-111.350571
"MTLSB0200"," ",47.316443,-111.350571
"MT0070000","59404",47.316443,-111.350571
"MT0070400","59404",47.316443,-111.350571
"MT0080200"," ",47.886837,-110.436189
"MT0080100","59442",47.886837,-110.436189
"MT0080300"," ",47.886837,-110.436189
"MT0080000","59442",47.886837,-110.436189
"MT0090100","59301",46.261481,-105.550508
"MTLSB0600"," ",46.261481,-105.550508
"MTLSB1700"," ",46.261481,-105.550508
"MTMFG0600"," ",46.261481,-105.550508
"MT0090000","59301",46.261481,-105.550508
"MT0100200"," ",48.794429,-105.541739
"MT0100100","59263",48.794429,-105.541739
"MT0100000","59263",48.794429,-105.541739
"MT0110100","59330",47.272425,-104.901027
"MT0110200"," ",47.272425,-104.901027
"MTLSB0800"," ",47.272425,-104.901027
"MTMHP0500"," ",47.272425,-104.901027
"MT0110000","59330",47.272425,-104.901027
"MT0120000","59711",46.098893,-113.137602
"MT0120100","59711",46.098893,-113.137602
"MT0130100","59313",46.318184,-104.405718
"MTLSB1500"," ",46.318184,-104.405718
"MT0130000","59313",46.318184,-104.405718
"MT0140100","59457",47.222969,-109.223237
"MTLSB0400"," ",47.222969,-109.223237
"MTMHP0600"," ",47.222969,-109.223237
"MT0140000","59457",47.222969,-109.223237
"MT0150100","59912",48.314696,-114.054319
"MT0150300","59903",48.314696,-114.054319
"MTLSB1200"," ",48.314696,-114.054319
"MTMFG0500"," ",48.314696,-114.054319
"MTMHP0700"," ",48.314696,-114.054319
"MT0150200","59937",48.314696,-114.054319
"MT0450100"," ",48.314696,-114.054319
"MT0150000","59901",48.314696,-114.054319
"MT0160200","59714",45.535559,-111.173443
"MT0160700"," ",45.535559,-111.173443
"MT0160100","59771",45.535559,-111.173443
"MT0160800"," ",45.535559,-111.173443
"MTMFG0200"," ",45.535559,-111.173443
"MTMHP0800"," ",45.535559,-111.173443
"MT0160500","59741",45.535559,-111.173443
"MT0160300","59762",45.535559,-111.173443
"MTLSB1100"," ",45.535559,-111.173443
"MT0160400","59758",45.535559,-111.173443
"MT0160000","59715",45.535559,-111.173443
"MT0170000","59337",47.281174,-106.982212
"MTDI05300","59417",48.705671,-112.990502
"MT0180100","59417",48.705671,-112.990502
"MT0180200","59427",48.705671,-112.990502
"MT0180300"," ",48.705671,-112.990502
"MT0180000","59427",48.705671,-112.990502
"MT0190000","59074",46.380624,-109.174586
"MT0200200"," ",46.395358,-113.425683
"MT0200100"," ",46.395358,-113.425683
"MT0200000","59858",46.395358,-113.425683
"MT0210200","59521",48.631959,-110.106321
"MTDI06200","59521",48.631959,-110.106321
"MT0210100","59501",48.631959,-110.106321
"MT0210300"," ",48.631959,-110.106321
"MTMHP0900"," ",48.631959,-110.106321
"MTDI05600"," ",48.631959,-110.106321
"MT0210000","59501",48.631959,-110.106321
"MT0220100","59632",46.124381,-112.058861
"MTLSB0900"," ",46.124381,-112.058861
"MT0220200","59759",46.124381,-112.058861
"MT0220000","59632",46.124381,-112.058861
"MT0230000","59479",47.032558,-110.30532
"MT0240500","59855",47.642901,-114.083687
"MTDI00000"," ",47.642901,-114.083687
"MT0240100","59860",47.642901,-114.083687
"MT0240200","59864",47.642901,-114.083687
"MT0240300","59865",47.642901,-114.083687
"MT0240000","59860",47.642901,-114.083687
"MT0250200","59635",47.122153,-112.382945
"MT0250100","59601",47.122153,-112.382945
"MTMHP0000","59601",47.122153,-112.382945
"MT0250500","59620",47.122153,-112.382945
"MT0250300"," ",47.122153,-112.382945
"MT0250400"," ",47.122153,-112.382945
"MT0250600"," ",47.122153,-112.382945
"MT0250700"," ",47.122153,-112.382945
"MT0250800"," ",47.122153,-112.382945
"MT0250900"," ",47.122153,-112.382945
"MT0251100"," ",47.122153,-112.382945
"MTBCI0000"," ",47.122153,-112.382945
"MTLSB0000"," ",47.122153,-112.382945
"MTMAG0000"," ",47.122153,-112.382945
"MTMFG0000"," ",47.122153,-112.382945
"MT0250000","59601",47.122153,-112.382945
"MT0260000","59522",48.559654,-111.036924
"MT0270200","59917",48.542232,-115.404343
"MT0270100","59923",48.542232,-115.404343
"MT0270300","59935",48.542232,-115.404343
"MT0270000","59923",48.542232,-115.404343
"MT0280100"," ",47.629628,-105.757222
"MT0280000","59215",47.629628,-105.757222
"MT0290100","59729",45.319288,-111.917328
"MT0290000","59755",45.319288,-111.917328
"MT0300100"," ",46.585706,-110.921781
"MT0300000","59645",46.585706,-110.921781
"MT0310200"," ",47.155213,-115.06455
"MT0310100"," ",47.155213,-115.06455
"MT0310000","59872",47.155213,-115.06455
"MT0320100","59802",47.027263,-113.892681
"MT0320300","56812",47.027263,-113.892681
"MT0320200"," ",47.027263,-113.892681
"MT0320500"," ",47.027263,-113.892681
"MTLSB0700"," ",47.027263,-113.892681
"MTMFG0700"," ",47.027263,-113.892681
"MTMHP0200"," ",47.027263,-113.892681
"MT0320000","59802",47.027263,-113.892681
"MT0320400","59808",47.027263,-113.892681
"MT0330100","59072",46.505281,-108.439763
"MT0330000","59072",46.505281,-108.439763
"MT0340100","59047",45.421905,-110.532798
"MT0340000","59047",45.421905,-110.532798
"MT0350000","59087",47.141917,-108.226575
"MT0360100","59538",48.250155,-107.928833
"MT0360000","59538",48.250155,-107.928833
"MT0370100","59425",48.230312,-112.219928
"MT0370200","59486",48.230312,-112.219928
"MT0370000","59425",48.230312,-112.219928
"MT0380200"," ",45.408911,-105.555245
"MTLSB1800"," ",45.408911,-105.555245
"MT0380000","59317",45.408911,-105.555245
"MT0390100","59722",46.844225,-112.9311
"MTMVD0000"," ",46.844225,-112.9311
"MT0390000","59722",46.844225,-112.9311
"MT0400100"," ",46.852434,-105.375808
"MT0400000","59349",46.852434,-105.375808
"MT0410300","59829",46.079298,-114.119065
"MT0410100","59840",46.079298,-114.119065
"MT0410400","59841",46.079298,-114.119065
"MT0410200","59870",46.079298,-114.119065
"MT0410000","59840",46.079298,-114.119065
"MT0420200","59221",47.785513,-104.563387
